tokens,ner_tags
"['Emergency', 'Contact', '830.330.6442x1214']","[17, 17, 17]"
"['Permanent', 'Address', '8342', 'Christopher', 'Meadow', 'Suite', '423', 'Sherifort,', 'NJ', '70690', 'Present', 'Address', '659', 'Morrow', 'Points', 'North', 'Jennifer,', 'OR', '81308']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL76', '6977525103', 'Issued', 'on', '13-02-2010', 'Expires', 'on', '19-03-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '27275', 'Laura', 'Spring', 'Suite', '480', 'Hardingberg,', 'SC', '59395', 'Present', 'Address', '33682', 'Robinson', 'Fords', 'Lake', 'Barbara,', 'AL', '49031']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '(804)748-1776x655']","[17, 17, 17]"
"['Emergency', 'Contact', '827-865-2892']","[17, 17, 17]"
"['KL59', '1484230338', 'Issued', 'on', '24-11-2014', 'Expires', 'on', '23-08-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Jessica', 'Campbell', 'DOB', '22-04-2026']","[0, 0, 3, 3]"
"['Susan', 'Garcia', 'DOB', '06-03-2008']","[0, 0, 3, 3]"
"['KL82', '7102562415', 'Issued', 'on', '24-09-2008', 'Expires', 'on', '31-03-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Lisa', 'Jenkins', 'DOB', '02-02-2022']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '001-898-317-8904x6337']","[17, 17, 17]"
"['KL18', '5354209613', 'Issued', 'on', '08-11-2011', 'Expires', 'on', '05-03-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL17', '8589679668', 'Issued', 'on', '07-06-2009', 'Expires', 'on', '16-02-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', 'Unit', '7660', 'Box', '5384', 'DPO', 'AA', '86835', 'Present', 'Address', '306', 'Alexis', 'Drives', 'Suite', '895', 'Georgeshire,', 'NE', '32198']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL20', '4470591645', 'Issued', 'on', '09-02-2024', 'Expires', 'on', '07-07-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL65', '4635552887', 'Issued', 'on', '03-10-2011', 'Expires', 'on', '02-03-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL21', '9266213260', 'Issued', 'on', '15-02-2027', 'Expires', 'on', '31-07-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL88', '3614915281', 'Issued', 'on', '15-12-2006', 'Expires', 'on', '10-11-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL94', '4181102664', 'Issued', 'on', '19-10-2019', 'Expires', 'on', '01-08-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL27', '4012917912', 'Issued', 'on', '06-11-2026', 'Expires', 'on', '25-06-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL54', '8390631634', 'Issued', 'on', '21-12-2029', 'Expires', 'on', '09-02-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL26', '9046449694', 'Issued', 'on', '30-11-2018', 'Expires', 'on', '09-01-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '12819', 'Cameron', 'Road', 'Suite', '825', 'North', 'Christopher,', 'NE', '02013', 'Present', 'Address', '98196', 'Julia', 'Curve', 'Waltersstad,', 'HI', '31921']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL13', '7138902282', 'Issued', 'on', '27-05-2027', 'Expires', 'on', '28-09-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL23', '1495354059', 'Issued', 'on', '21-04-2015', 'Expires', 'on', '17-10-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '640', 'Miller', 'Divide', 'Lake', 'Traciville,', 'DE', '60679', 'Present', 'Address', 'PSC', '1124,', 'Box', '4211', 'APO', 'AA', '47870']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL11', '2050340486', 'Issued', 'on', '10-04-2012', 'Expires', 'on', '30-06-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL14', '2801177461', 'Issued', 'on', '16-08-2008', 'Expires', 'on', '27-11-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL63', '6669078244', 'Issued', 'on', '11-12-2005', 'Expires', 'on', '11-04-2019']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '471-636-6572']","[17, 17, 17]"
"['Permanent', 'Address', '990', 'Theresa', 'Key', 'Cooleyside,', 'AL', '21261', 'Present', 'Address', '39080', 'Javier', 'Lakes', 'Apt.', '305', 'East', 'Christopher,', 'UT', '17092']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL96', '4873807154', 'Issued', 'on', '21-04-2014', 'Expires', 'on', '06-07-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL76', '5215140451', 'Issued', 'on', '01-08-2021', 'Expires', 'on', '24-12-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Hannah', 'Arnold', 'DOB', '19-03-2015']","[0, 0, 3, 3]"
"['KL69', '9014547420', 'Issued', 'on', '02-02-2021', 'Expires', 'on', '25-01-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(586)934-2346x19942']","[17, 17, 17]"
"['KL21', '7670476743', 'Issued', 'on', '12-12-2019', 'Expires', 'on', '18-05-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL35', '8664400151', 'Issued', 'on', '14-08-2019', 'Expires', 'on', '27-06-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '196', 'Gonzalez', 'Knoll', 'Suite', '172', 'New', 'Johnnychester,', 'LA', '79653', 'Present', 'Address', '0125', 'Gibbs', 'Knolls', 'Apt.', '135', 'Dustinmouth,', 'DE', '01763']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL57', '2052811909', 'Issued', 'on', '15-01-2016', 'Expires', 'on', '13-08-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL62', '1102693781', 'Issued', 'on', '27-07-2005', 'Expires', 'on', '03-08-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL94', '2320748157', 'Issued', 'on', '22-05-2016', 'Expires', 'on', '21-06-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL40', '7098062593', 'Issued', 'on', '12-01-2021', 'Expires', 'on', '04-07-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Stephanie', 'Hoffman', 'DOB', '26-04-2018']","[0, 0, 3, 3]"
"['Daniel', 'Robinson', 'DOB', '14-04-2024']","[0, 0, 3, 3]"
"['KL45', '1399546384', 'Issued', 'on', '29-08-2014', 'Expires', 'on', '27-07-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Sophia', 'Heath', 'DOB', '29-09-2007']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '001-966-255-3307']","[17, 17, 17]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Jennifer', 'Martinez', 'MD', 'DOB', '27-04-2016']","[0, 0, 3, 3]"
"['KL22', '3170795726', 'Issued', 'on', '24-04-2025', 'Expires', 'on', '23-03-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '0907', 'Anderson', 'Lodge', 'New', 'Samanthaton,', 'MA', '85013', 'Present', 'Address', '64455', 'Miller', 'Trail', 'Suite', '790', 'Evansmouth,', 'NM', '84530']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', 'Unit', '1591', 'Box', '0300', 'DPO', 'AE', '14281', 'Present', 'Address', 'Unit', '6321', 'Box', '3580', 'DPO', 'AP', '07381']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL47', '8734449371', 'Issued', 'on', '13-01-2014', 'Expires', 'on', '31-08-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '45964', 'Sara', 'Prairie', 'Suite', '125', 'Port', 'Breanna,', 'PR', '54672', 'Present', 'Address', '839', 'Stanley', 'Harbors', 'Kendrafort,', 'IN', '12533']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '158', 'Donna', 'Street', 'Apt.', '117', 'East', 'Alexanderborough,', 'NH', '50971', 'Present', 'Address', '3988', 'Hodges', 'Inlet', 'Rioshaven,', 'CT', '17548']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL44', '2003352579', 'Issued', 'on', '22-08-2012', 'Expires', 'on', '28-07-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Jesse', 'Oliver', 'DOB', '09-02-2012']","[0, 0, 3, 3]"
"['KL84', '1468034755', 'Issued', 'on', '25-10-2018', 'Expires', 'on', '05-08-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL67', '7296658772', 'Issued', 'on', '15-07-2007', 'Expires', 'on', '26-08-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '(224)991-2711x30724']","[17, 17, 17]"
"['KL97', '3591164476', 'Issued', 'on', '20-09-2027', 'Expires', 'on', '06-04-2023']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL51', '1637045876', 'Issued', 'on', '07-08-2020', 'Expires', 'on', '04-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '6326', 'Romero', 'Center', 'Nelsonville,', 'AR', '85517', 'Present', 'Address', '43629', 'Moreno', 'Park', 'Suite', '103', 'East', 'Dariuston,', 'OK', '35389']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Joseph', 'Hill', 'DOB', '20-04-2026']","[0, 0, 3, 3]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL32', '2073108894', 'Issued', 'on', '31-12-2028', 'Expires', 'on', '21-07-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL38', '1561417687', 'Issued', 'on', '18-12-2018', 'Expires', 'on', '14-07-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(313)447-3235x4940']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Melody', 'Woods', 'DOB', '03-08-2015']","[0, 0, 3, 3]"
"['KL18', '8069459895', 'Issued', 'on', '09-08-2028', 'Expires', 'on', '26-04-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(951)822-5720']","[17, 17, 17]"
"['KL52', '1526252306', 'Issued', 'on', '25-07-2016', 'Expires', 'on', '27-11-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Dennis', 'Jones', 'DOB', '22-04-2028']","[0, 0, 3, 3]"
"['KL83', '8406374110', 'Issued', 'on', '12-07-2005', 'Expires', 'on', '30-05-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL37', '4901136913', 'Issued', 'on', '07-03-2017', 'Expires', 'on', '27-04-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL67', '4794276323', 'Issued', 'on', '15-01-2025', 'Expires', 'on', '26-03-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL89', '3649896750', 'Issued', 'on', '24-10-2021', 'Expires', 'on', '14-08-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '94388', 'Kari', 'Trail', 'North', 'Kevinmouth,', 'NV', '64813', 'Present', 'Address', '745', 'Smith', 'Knoll', 'Suite', '589', 'Rodriguezhaven,', 'VA', '84360']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL59', '5884391502', 'Issued', 'on', '26-11-2005', 'Expires', 'on', '26-03-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL77', '8358870981', 'Issued', 'on', '28-02-2019', 'Expires', 'on', '10-09-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Brenda', 'Jimenez', 'DOB', '06-07-2013']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL50', '3564595211', 'Issued', 'on', '06-11-2024', 'Expires', 'on', '15-11-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL45', '9553561889', 'Issued', 'on', '08-11-2019', 'Expires', 'on', '05-06-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL94', '6330710675', 'Issued', 'on', '20-03-2012', 'Expires', 'on', '27-03-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '148', 'Archer', 'Wells', 'Apt.', '455', 'Lawrenceview,', 'ME', '25479', 'Present', 'Address', '167', 'Roberts', 'Branch', 'Suite', '272', 'Cindyburgh,', 'ME', '64310']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Robert', 'Smith', 'DOB', '04-08-2006']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL50', '8291250562', 'Issued', 'on', '04-08-2012', 'Expires', 'on', '30-10-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Becky', 'Freeman', 'DOB', '16-05-2005']","[0, 0, 3, 3]"
"['KL99', '5073211715', 'Issued', 'on', '03-11-2019', 'Expires', 'on', '08-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-800-342-5488x21423']","[17, 17, 17]"
"['Emergency', 'Contact', '630-475-3666x1449']","[17, 17, 17]"
"['Meghan', 'Morris', 'DOB', '14-11-2024']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL17', '1939777262', 'Issued', 'on', '07-12-2009', 'Expires', 'on', '13-06-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Danielle', 'Butler', 'DOB', '27-12-2011']","[0, 0, 3, 3]"
"['KL26', '9023931339', 'Issued', 'on', '11-06-2015', 'Expires', 'on', '30-07-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL28', '4939447721', 'Issued', 'on', '10-02-2008', 'Expires', 'on', '26-04-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '001-978-726-6128']","[17, 17, 17]"
"['Emergency', 'Contact', '457.656.7667x08061']","[17, 17, 17]"
"['Emergency', 'Contact', '298.852.9894']","[17, 17, 17]"
"['Michael', 'Ford', 'DOB', '28-10-2022']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL51', '9369574998', 'Issued', 'on', '09-11-2020', 'Expires', 'on', '18-01-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '904-715-9149']","[17, 17, 17]"
"['Barbara', 'Richards', 'DOB', '31-07-2022']","[0, 0, 3, 3]"
"['Permanent', 'Address', '382', 'Taylor', 'Spring', 'West', 'Courtney,', 'VA', '01346', 'Present', 'Address', '10291', 'John', 'Cove', 'Johnsonhaven,', 'NV', '51712']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL81', '8675071314', 'Issued', 'on', '03-02-2007', 'Expires', 'on', '05-05-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL85', '4498054328', 'Issued', 'on', '28-05-2015', 'Expires', 'on', '18-12-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL10', '1139082827', 'Issued', 'on', '28-08-2021', 'Expires', 'on', '18-06-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '791', 'Thomas', 'Brooks', 'Apt.', '232', 'South', 'Timothy,', 'LA', '87996', 'Present', 'Address', '4661', 'Butler', 'Manors', 'Apt.', '047', 'New', 'Pedroshire,', 'ME', '04968']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Stephanie', 'Harvey', 'DOB', '25-08-2006']","[0, 0, 3, 3]"
"['Heather', 'Taylor', 'DOB', '19-10-2029']","[0, 0, 3, 3]"
"['KL82', '3131098613', 'Issued', 'on', '17-10-2020', 'Expires', 'on', '15-08-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL19', '6317152031', 'Issued', 'on', '05-07-2005', 'Expires', 'on', '02-08-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Scott', 'Gordon', 'DOB', '25-01-2017']","[0, 0, 3, 3]"
"['KL21', '6737000272', 'Issued', 'on', '24-03-2029', 'Expires', 'on', '24-01-2023']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '5586143660', 'Issued', 'on', '28-06-2018', 'Expires', 'on', '27-08-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL23', '4094152811', 'Issued', 'on', '03-05-2007', 'Expires', 'on', '19-02-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL66', '8441393731', 'Issued', 'on', '08-07-2027', 'Expires', 'on', '08-05-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Nathan', 'Morgan', 'DOB', '13-07-2029']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '(444)661-7679']","[17, 17, 17]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '(259)295-9961']","[17, 17, 17]"
"['Permanent', 'Address', '11775', 'Tina', 'Valley', 'North', 'Rachel,', 'HI', '95942', 'Present', 'Address', '09410', 'Scott', 'Landing', 'Apt.', '251', 'Grayshire,', 'OH', '26680']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '547.374.3326']","[17, 17, 17]"
"['KL67', '4632522232', 'Issued', 'on', '02-01-2025', 'Expires', 'on', '09-01-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL50', '1449790661', 'Issued', 'on', '09-08-2026', 'Expires', 'on', '13-12-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL58', '9912067529', 'Issued', 'on', '21-06-2008', 'Expires', 'on', '15-02-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Charles', 'Smith', 'DOB', '30-01-2019']","[0, 0, 3, 3]"
"['Sharon', 'Peterson', 'DOB', '01-06-2028']","[0, 0, 3, 3]"
"['KL88', '9131344493', 'Issued', 'on', '13-01-2030', 'Expires', 'on', '23-12-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '39785', 'Montgomery', 'Points', 'Apt.', '176', 'Sawyershire,', 'CO', '17172', 'Present', 'Address', '17309', 'Johnson', 'View', 'Suite', '465', 'Port', 'Monicaport,', 'CA', '70548']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL22', '2422040412', 'Issued', 'on', '10-10-2024', 'Expires', 'on', '30-05-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Tara', 'Porter', 'DOB', '13-10-2018']","[0, 0, 3, 3]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL22', '5508149905', 'Issued', 'on', '01-04-2026', 'Expires', 'on', '15-02-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '740', 'Matthew', 'Green', 'West', 'Pamela,', 'AR', '18757', 'Present', 'Address', '037', 'Linda', 'Port', 'Apt.', '516', 'New', 'Timothyberg,', 'KY', '95309']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '6105783567']","[17, 17, 17]"
"['KL56', '5311355060', 'Issued', 'on', '05-12-2005', 'Expires', 'on', '30-01-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL94', '3062994753', 'Issued', 'on', '04-02-2006', 'Expires', 'on', '15-11-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL36', '5646880148', 'Issued', 'on', '17-05-2023', 'Expires', 'on', '21-11-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(908)370-6626x6821']","[17, 17, 17]"
"['KL60', '7317658317', 'Issued', 'on', '23-02-2026', 'Expires', 'on', '16-09-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(235)260-3319x036']","[17, 17, 17]"
"['KL92', '7631970791', 'Issued', 'on', '09-09-2029', 'Expires', 'on', '13-09-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL58', '2586568081', 'Issued', 'on', '18-02-2007', 'Expires', 'on', '22-10-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '40559', 'Whitney', 'Curve', 'Suite', '711', 'West', 'Shawnaborough,', 'NM', '92940', 'Present', 'Address', '74584', 'Alison', 'Grove', 'Suite', '881', 'West', 'Rachelfort,', 'KY', '10783']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL99', '3866755218', 'Issued', 'on', '15-02-2012', 'Expires', 'on', '12-11-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL54', '7539441086', 'Issued', 'on', '04-12-2022', 'Expires', 'on', '16-01-2013']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Juan', 'Martinez', 'DOB', '11-11-2029']","[0, 0, 3, 3]"
"['Permanent', 'Address', '37710', 'Huff', 'Groves', 'Briannaport,', 'GU', '11575', 'Present', 'Address', '0667', 'Jeffrey', 'Light', 'Apt.', '680', 'Anthonystad,', 'AK', '80289']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Gabrielle', 'Clayton', 'DOB', '17-02-2014']","[0, 0, 3, 3]"
"['Permanent', 'Address', '59660', 'Angela', 'Stravenue', 'Micheleside,', 'NH', '56053', 'Present', 'Address', '67320', 'Marsh', 'Harbor', 'Apt.', '384', 'Ashleyton,', 'RI', '36450']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL48', '5634076661', 'Issued', 'on', '03-07-2017', 'Expires', 'on', '05-05-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Rachel', 'Patrick', 'DOB', '19-11-2025']","[0, 0, 3, 3]"
"['Permanent', 'Address', '542', 'Ford', 'Mill', 'Apt.', '705', 'Littleside,', 'IL', '54058', 'Present', 'Address', '9851', 'White', 'Trafficway', 'Jordanfort,', 'DC', '30309']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Bridget', 'Williamson', 'DOB', '20-11-2006']","[0, 0, 3, 3]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '510.228.7950']","[17, 17, 17]"
"['KL64', '8228968839', 'Issued', 'on', '06-07-2029', 'Expires', 'on', '05-01-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL90', '7850677534', 'Issued', 'on', '16-12-2013', 'Expires', 'on', '30-09-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL18', '5668747327', 'Issued', 'on', '12-04-2028', 'Expires', 'on', '22-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
