tokens,ner_tags
"['Emergency', 'Contact', '553.344.3009x109']","[17, 17, 17]"
"['Permanent', 'Address', '92692', 'Heather', 'Glen', 'Stevenland,', 'SC', '59934', 'Present', 'Address', 'PSC', '4654,', 'Box', '2140', 'APO', 'AA', '51434']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '404-842-7173x96271']","[17, 17, 17]"
"['KL15', '7752277876', 'Issued', 'on', '18-08-2012', 'Expires', 'on', '02-02-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '410', 'Chad', 'Stream', 'Suite', '707', 'Lake', 'Danielle,', 'AZ', '87612', 'Present', 'Address', '569', 'Zachary', 'Trail', 'Mendozafurt,', 'PR', '95890']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL90', '7638204740', 'Issued', 'on', '02-08-2007', 'Expires', 'on', '30-07-2023']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '719', 'Cook', 'Hollow', 'Suite', '015', 'Christophermouth,', 'WV', '38506', 'Present', 'Address', '063', 'Dominguez', 'Coves', 'Tommouth,', 'WA', '25334']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL41', '8236980551', 'Issued', 'on', '17-12-2009', 'Expires', 'on', '31-05-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL19', '3957572769', 'Issued', 'on', '08-10-2011', 'Expires', 'on', '23-01-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL63', '7374810067', 'Issued', 'on', '08-09-2029', 'Expires', 'on', '16-05-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL87', '5912019621', 'Issued', 'on', '24-04-2013', 'Expires', 'on', '04-11-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(818)347-8700x5050']","[17, 17, 17]"
"['KL54', '9484167278', 'Issued', 'on', '26-05-2012', 'Expires', 'on', '12-06-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL57', '5751023835', 'Issued', 'on', '27-11-2027', 'Expires', 'on', '31-12-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL25', '6443749394', 'Issued', 'on', '17-10-2020', 'Expires', 'on', '08-04-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL22', '5512315375', 'Issued', 'on', '16-06-2023', 'Expires', 'on', '08-04-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Crystal', 'Jones', 'DOB', '06-01-2010']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '407.390.3202x0417']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Ashley', 'Crawford', 'DOB', '22-02-2026']","[0, 0, 3, 3]"
"['Permanent', 'Address', '5651', 'Marc', 'Underpass', 'Port', 'Brandon,', 'HI', '44476', 'Present', 'Address', '62582', 'Sanchez', 'Prairie', 'Apt.', '219', 'Stricklandtown,', 'FM', '64328']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL30', '7505693643', 'Issued', 'on', '12-12-2007', 'Expires', 'on', '31-05-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL60', '7465834732', 'Issued', 'on', '11-06-2005', 'Expires', 'on', '21-04-2011']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Michelle', 'Wheeler', 'DOB', '08-11-2014']","[0, 0, 3, 3]"
"['KL55', '1208985103', 'Issued', 'on', '12-05-2019', 'Expires', 'on', '17-10-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL86', '7316122432', 'Issued', 'on', '24-05-2021', 'Expires', 'on', '03-10-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL43', '8419590655', 'Issued', 'on', '07-07-2009', 'Expires', 'on', '19-03-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(448)976-3290']","[17, 17, 17]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '456', 'Angela', 'Fields', 'New', 'Tiffanystad,', 'VI', '71243', 'Present', 'Address', '340', 'Daniel', 'Drive', 'Suite', '722', 'North', 'Deannaport,', 'IL', '57474']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL80', '2239534867', 'Issued', 'on', '02-10-2013', 'Expires', 'on', '28-07-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '+1-370-510-8220x781']","[17, 17, 17]"
"['Permanent', 'Address', '3531', 'Perez', 'Freeway', 'Suite', '363', 'South', 'Brendaton,', 'FM', '57630', 'Present', 'Address', '65273', 'Cantrell', 'Flats', 'Suite', '209', 'West', 'Derekmouth,', 'NH', '55318']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '49292', 'Christopher', 'Walks', 'Suite', '397', 'Ramirezchester,', 'WA', '32830', 'Present', 'Address', '392', 'Robert', 'Cape', 'Apt.', '780', 'Schmidtfort,', 'AS', '91812']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL22', '6986770879', 'Issued', 'on', '13-07-2008', 'Expires', 'on', '04-08-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '931.680.6325x4310']","[17, 17, 17]"
"['KL56', '4242550727', 'Issued', 'on', '14-09-2010', 'Expires', 'on', '16-02-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL75', '1172893522', 'Issued', 'on', '28-10-2020', 'Expires', 'on', '09-08-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL52', '8747974356', 'Issued', 'on', '21-01-2025', 'Expires', 'on', '11-01-2006']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL88', '2368076065', 'Issued', 'on', '03-09-2020', 'Expires', 'on', '23-12-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL24', '9503597301', 'Issued', 'on', '30-11-2009', 'Expires', 'on', '14-02-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '701', 'Barry', 'Isle', 'Apt.', '464', 'Port', 'Gail,', 'RI', '44501', 'Present', 'Address', '501', 'Diaz', 'River', 'West', 'Michaelside,', 'VT', '09283']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '+1-532-553-8179']","[17, 17, 17]"
"['Permanent', 'Address', '640', 'Nathan', 'Mission', 'Suite', '881', 'Mckinneyside,', 'MH', '38808', 'Present', 'Address', '137', 'Christopher', 'Fall', 'Suite', '112', 'Danielberg,', 'NM', '20227']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '6827', 'Fisher', 'Street', 'West', 'Jaimetown,', 'VI', '30952', 'Present', 'Address', '9557', 'Ellis', 'Port', 'Apt.', '424', 'South', 'Nathan,', 'LA', '06703']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL70', '9810503338', 'Issued', 'on', '31-03-2010', 'Expires', 'on', '19-03-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '272-792-8422x2231']","[17, 17, 17]"
"['KL83', '1471997674', 'Issued', 'on', '29-09-2024', 'Expires', 'on', '02-07-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL50', '2798647685', 'Issued', 'on', '14-03-2020', 'Expires', 'on', '22-01-2014']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '055', 'Nathan', 'Plains', 'New', 'Kevin,', 'PW', '03767', 'Present', 'Address', '75208', 'Holland', 'Hill', 'Suite', '492', 'Morganville,', 'VA', '63282']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', 'PSC', '2814,', 'Box', '0693', 'APO', 'AA', '47345', 'Present', 'Address', '398', 'Kimberly', 'Trafficway', 'Jamesland,', 'ND', '58888']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '+1-818-763-7599x80562']","[17, 17, 17]"
"['Permanent', 'Address', '5547', 'Jason', 'Mills', 'Laraport,', 'GA', '95921', 'Present', 'Address', 'Unit', '6629', 'Box', '9123', 'DPO', 'AA', '62709']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '451.596.1064x62879']","[17, 17, 17]"
"['KL71', '6353758928', 'Issued', 'on', '12-07-2011', 'Expires', 'on', '10-03-2018']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '49478', 'Walker', 'Turnpike', 'Apt.', '244', 'Martinezport,', 'MT', '24011', 'Present', 'Address', '14719', 'Perkins', 'Port', 'Oneillfort,', 'UT', '16175']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL48', '8607135564', 'Issued', 'on', '23-11-2017', 'Expires', 'on', '21-08-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '2902', 'Murray', 'Square', 'West', 'Frank,', 'KY', '47839', 'Present', 'Address', '44818', 'Katie', 'Falls', 'Apt.', '928', 'Moniqueport,', 'KY', '90343']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '89520', 'April', 'Landing', 'Suite', '652', 'East', 'Ericbury,', 'MP', '25197', 'Present', 'Address', '7112', 'Timothy', 'Inlet', 'Donmouth,', 'FM', '78836']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '40132', 'Hailey', 'Inlet', 'Apt.', '321', 'Vazquezville,', 'CA', '02965', 'Present', 'Address', '31089', 'Taylor', 'Glen', 'Apt.', '140', 'Port', 'Davidborough,', 'OR', '26718']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Gregory', 'Davis', 'DOB', '21-08-2014']","[0, 0, 3, 3]"
"['Permanent', 'Address', 'USNV', 'Bell', 'FPO', 'AP', '95994', 'Present', 'Address', '90833', 'Jackson', 'Throughway', 'Lake', 'Coreyborough,', 'PW', '66586']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL83', '9504724761', 'Issued', 'on', '12-04-2029', 'Expires', 'on', '08-05-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '(892)371-2566x383']","[17, 17, 17]"
"['Emily', 'Owens', 'DOB', '18-11-2022']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '(375)848-0157']","[17, 17, 17]"
"['KL46', '5634396131', 'Issued', 'on', '06-11-2014', 'Expires', 'on', '29-09-2020']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emily', 'Cherry', 'DOB', '21-04-2020']","[0, 0, 3, 3]"
"['Permanent', 'Address', '6317', 'White', 'Spring', 'Suite', '167', 'North', 'Douglasfurt,', 'UT', '77906', 'Present', 'Address', 'Unit', '2153', 'Box', '5396', 'DPO', 'AE', '31023']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '9946', 'Alvarez', 'Rapids', 'Suite', '784', 'Port', 'Shawn,', 'DE', '33359', 'Present', 'Address', '201', 'Maria', 'Parks', 'East', 'Patrickmouth,', 'FL', '40183']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL78', '2166605339', 'Issued', 'on', '12-05-2026', 'Expires', 'on', '28-05-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL85', '2027708670', 'Issued', 'on', '23-06-2008', 'Expires', 'on', '20-10-2007']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL77', '2000025413', 'Issued', 'on', '10-09-2027', 'Expires', 'on', '21-11-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL52', '8375996697', 'Issued', 'on', '11-12-2021', 'Expires', 'on', '20-01-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL27', '4990452762', 'Issued', 'on', '26-01-2012', 'Expires', 'on', '10-03-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '485', 'Stephanie', 'Bypass', 'Suite', '167', 'Melissamouth,', 'NH', '05217', 'Present', 'Address', '276', 'Larry', 'Loaf', 'Suite', '197', 'Alvarezburgh,', 'NY', '07806']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '(447)796-9545x0090']","[17, 17, 17]"
"['KL46', '3774110439', 'Issued', 'on', '25-01-2017', 'Expires', 'on', '25-01-2025']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Steven', 'Peterson', 'DOB', '05-07-2008']","[0, 0, 3, 3]"
"['KL83', '4957687327', 'Issued', 'on', '07-10-2019', 'Expires', 'on', '10-12-2016']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Jennifer', 'Brown', 'MD', 'DOB', '07-03-2013']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Leslie', 'Lozano', 'DOB', '06-06-2007']","[0, 0, 3, 3]"
"['Ashley', 'Jackson', 'DOB', '09-07-2023']","[0, 0, 3, 3]"
"['Joel', 'Boyer', 'DOB', '11-07-2024']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '964.307.9056x96591']","[17, 17, 17]"
"['KL82', '3588933132', 'Issued', 'on', '14-09-2028', 'Expires', 'on', '02-03-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Jonathan', 'Cain', 'DOB', '28-11-2027']","[0, 0, 3, 3]"
"['KL68', '5031086659', 'Issued', 'on', '01-10-2016', 'Expires', 'on', '13-11-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-645-863-7183x440']","[17, 17, 17]"
"['Blood', 'Group', 'B-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['KL68', '8079331637', 'Issued', 'on', '19-11-2012', 'Expires', 'on', '13-06-2026']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '919', 'Nelson', 'Port', 'Simmonsstad,', 'WY', '10549', 'Present', 'Address', '468', 'Gonzalez', 'Locks', 'Suite', '987', 'North', 'Courtney,', 'NC', '24951']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL53', '8691288568', 'Issued', 'on', '28-10-2024', 'Expires', 'on', '08-03-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '8969', 'Alexa', 'Lakes', 'Suite', '232', 'Meganchester,', 'MD', '08945', 'Present', 'Address', '4249', 'Richard', 'Crescent', 'Apt.', '303', 'Stevenside,', 'NE', '55815']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '+1-203-224-2044x8207']","[17, 17, 17]"
"['KL91', '9147736635', 'Issued', 'on', '21-01-2008', 'Expires', 'on', '18-11-2015']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-341-665-1623x198']","[17, 17, 17]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '91559', 'Shaffer', 'Summit', 'South', 'Jeffery,', 'CT', '23458', 'Present', 'Address', '6490', 'Ferguson', 'Squares', 'Apt.', '586', 'Vegaview,', 'FM', '19494']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL27', '7345617046', 'Issued', 'on', '20-07-2017', 'Expires', 'on', '14-05-2021']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Samantha', 'Smith', 'DOB', '23-10-2025']","[0, 0, 3, 3]"
"['KL59', '6306523372', 'Issued', 'on', '20-05-2006', 'Expires', 'on', '24-09-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '5349864518']","[17, 17, 17]"
"['Theodore', 'Long', 'DOB', '22-11-2013']","[0, 0, 3, 3]"
"['KL83', '5344083406', 'Issued', 'on', '09-06-2015', 'Expires', 'on', '08-04-2008']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', 'USNS', 'Evans', 'FPO', 'AE', '58021', 'Present', 'Address', '41776', 'Love', 'Wells', 'Apt.', '248', 'West', 'Robertside,', 'WA', '43331']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '27206', 'Courtney', 'Island', 'North', 'Erichaven,', 'VT', '85590', 'Present', 'Address', '7724', 'Grace', 'Views', 'Suite', '431', 'Richardsonfurt,', 'FM', '49957']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL25', '7293823553', 'Issued', 'on', '09-08-2024', 'Expires', 'on', '01-11-2012']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL97', '6562144159', 'Issued', 'on', '26-11-2005', 'Expires', 'on', '24-12-2005']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', 'PSC', '9317,', 'Box', '3420', 'APO', 'AA', '81504', 'Present', 'Address', '15291', 'Jennifer', 'Mews', 'Suite', '713', 'East', 'Sophia,', 'GU', '35392']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL27', '3053775623', 'Issued', 'on', '30-12-2014', 'Expires', 'on', '05-01-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '93436', 'Ricky', 'Drive', 'Apt.', '443', 'Solomonstad,', 'OR', '90189', 'Present', 'Address', '72563', 'Erickson', 'Street', 'Charlesside,', 'AR', '07331']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['David', 'Odonnell', 'DOB', '30-10-2025']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '+1-490-604-8964x65280']","[17, 17, 17]"
"['Emergency', 'Contact', '(887)457-2158']","[17, 17, 17]"
"['Emergency', 'Contact', '615-702-7456x449']","[17, 17, 17]"
"['Emergency', 'Contact', '(925)672-8703x20320']","[17, 17, 17]"
"['Permanent', 'Address', '1707', 'Zhang', 'Points', 'Suite', '771', 'North', 'Michael,', 'IL', '37740', 'Present', 'Address', '849', 'Brandy', 'Avenue', 'South', 'Samantha,', 'IA', '65789']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '41659', 'Mary', 'Drives', 'Apt.', '177', 'Fullerview,', 'PA', '86747', 'Present', 'Address', '975', 'Jason', 'Causeway', 'Marcuston,', 'WA', '09770']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Emergency', 'Contact', '+1-396-216-4236']","[17, 17, 17]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Carla', 'Chan', 'DOB', '23-11-2014']","[0, 0, 3, 3]"
"['KL80', '3304937838', 'Issued', 'on', '21-03-2027', 'Expires', 'on', '15-06-2027']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL76', '2897690739', 'Issued', 'on', '11-06-2010', 'Expires', 'on', '20-04-2009']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '492', 'Wade', 'Village', 'Suite', '837', 'Mcclurefort,', 'KY', '74302', 'Present', 'Address', '5926', 'Davis', 'Passage', 'Teresabury,', 'SD', '90447']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '814', 'Kim', 'Unions', 'Suite', '422', 'Mckenziehaven,', 'NE', '39230', 'Present', 'Address', '81866', 'Steven', 'Stravenue', 'Michaelshire,', 'CO', '66488']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Permanent', 'Address', '26016', 'Edwards', 'Stream', 'Suite', '794', 'Tammyburgh,', 'IL', '24760', 'Present', 'Address', '168', 'Adam', 'Crescent', 'Apt.', '277', 'Meltonfort,', 'ME', '81568']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '641', 'Derek', 'Field', 'Apt.', '030', 'South', 'Deborah,', 'SD', '32191', 'Present', 'Address', '47276', 'Darren', 'Drives', 'Maynardfort,', 'AK', '59419']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '9605', 'Curtis', 'Vista', 'Pettyfort,', 'WA', '76347', 'Present', 'Address', '76789', 'Hall', 'Circle', 'Apt.', '695', 'West', 'Patriciachester,', 'FM', '62542']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL12', '6995554056', 'Issued', 'on', '06-03-2009', 'Expires', 'on', '13-01-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '+1-557-760-2437x573']","[17, 17, 17]"
"['Permanent', 'Address', 'PSC', '7246,', 'Box', '6572', 'APO', 'AP', '27660', 'Present', 'Address', '722', 'Eric', 'Overpass', 'Port', 'Robertfort,', 'ME', '31266']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Permanent', 'Address', '54522', 'Lindsay', 'Junction', 'Wilsonbury,', 'DE', '74161', 'Present', 'Address', '5084', 'Melissa', 'Well', 'Apt.', '077', 'North', 'Kimberlyville,', 'GU', '74225']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['KL54', '4008130163', 'Issued', 'on', '17-08-2006', 'Expires', 'on', '17-06-2022']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Blood', 'Group', 'A+', 'Organ', 'Donor', 'YES']","[13, 13, 13, 14, 14, 14]"
"['Mark', 'Pitts', 'DOB', '03-07-2017']","[0, 0, 3, 3]"
"['Blood', 'Group', 'AB+', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL27', '7100408092', 'Issued', 'on', '17-07-2010', 'Expires', 'on', '24-12-2029']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Jeremy', 'Hunter', 'DOB', '14-02-2030']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['KL94', '8989870040', 'Issued', 'on', '29-07-2008', 'Expires', 'on', '13-06-2010']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL78', '5203589186', 'Issued', 'on', '20-03-2027', 'Expires', 'on', '29-07-2017']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Emergency', 'Contact', '621-737-6037x54821']","[17, 17, 17]"
"['Emergency', 'Contact', '001-965-732-8632x666']","[17, 17, 17]"
"['Jessica', 'Carrillo', 'DOB', '13-08-2029']","[0, 0, 3, 3]"
"['Blood', 'Group', 'O-', 'Organ', 'Donor', 'NO']","[13, 13, 13, 14, 14, 14]"
"['Emergency', 'Contact', '611.855.6260x60290']","[17, 17, 17]"
"['KL54', '5961208540', 'Issued', 'on', '16-11-2018', 'Expires', 'on', '13-05-2028']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['KL24', '8130494783', 'Issued', 'on', '16-01-2029', 'Expires', 'on', '14-01-2024']","[5, 5, 18, 6, 6, 18, 7, 7]"
"['Permanent', 'Address', '0489', 'Isabella', 'Mission', 'Apt.', '899', 'Terryfurt,', 'WI', '26360', 'Present', 'Address', '85628', 'Lewis', 'Pass', 'Adrienneburgh,', 'AK', '04156']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Kimberly', 'Green', 'DOB', '17-07-2015']","[0, 0, 3, 3]"
"['Emergency', 'Contact', '001-668-210-5485x1017']","[17, 17, 17]"
